First Name,Last Name,Date of Birth,Identification,Address,Phone Number,Checking Account,Savings Account,Credit Account,Checking Balance,Savings Balance,Credit Balance

Daniel,D,"May 11, 1969",66,""504 W. University Ave, El Paso, TX 79968"",(915) 747-5004,1065,2065,3065,1956.54,1872.13,-117.61
Daniel,E,"July 28, 1983",67,""505 W. University Ave, El Paso, TX 79968"",(915) 747-5005,1066,2066,3066,1217.32,3084.32,-1829.52
Daniel,F,"June 8, 1963",68,""506 W. University Ave, El Paso, TX 79968"",(915) 747-5006,1067,2067,3067,1556.48,3814.64,-907.34
Daniel,G,"January 3, 1980",69,""507 W. University Ave, El Paso, TX 79968"",(915) 747-5007,1068,2068,3068,236.32,1451.79,-1426.89
Daniel,H,"December 14, 1996",70,""508 W. University Ave, El Paso, TX 79968"",(915) 747-5008,1069,2069,3069,840.05,1014.45,-1984.4
Daniel,I,"October 21, 1990",71,""509 W. University Ave, El Paso, TX 79968"",(915) 747-5009,1070,2070,3070,256.35,718.11,-1151.15
Daniel,J,"August 23, 1963",72,""510 W. University Ave, El Paso, TX 79968"",(915) 747-5010,1071,2071,3071,1586.54,505.41,-149.84
Daniel,K,"March 26, 2005",73,""511 W. University Ave, El Paso, TX 79968"",(915) 747-5011,1072,2072,3072,1395.87,1344.08,-1064.37
Daniel,L,"December 17, 1956",74,""512 W. University Ave, El Paso, TX 79968"",(915) 747-5012,1073,2073,3073,1567.82,1646.27,-1056.41
Daniel,Mejia,"July 23, 1989",62,""500 W. University Ave, El Paso, TX 79968"",(915) 747-5000,1061,2061,3061,832.02,4746.99,-19.56
Daniel,N,"December 1, 1951",75,""513 W. University Ave, El Paso, TX 79968"",(915) 747-5013,1074,2074,3074,314.68,3580.15,-470.42
Daniel,O,"January 7, 1989",76,""514 W. University Ave, El Paso, TX 79968"",(915) 747-5014,1075,2075,3075,616.66,4133.25,-428.47
Daniel,P,"February 21, 2012",77,""515 W. University Ave, El Paso, TX 79968"",(915) 747-5015,1076,2076,3076,810.38,4393.01,-673.87
Daniel,Q,"March 26, 2018",78,""516 W. University Ave, El Paso, TX 79968"",(915) 747-5016,1077,2077,3077,896.23,3103.19,-1825.78
Daniel,R,"May 11, 1996",79,""517 W. University Ave, El Paso, TX 79968"",(915) 747-5017,1078,2078,3078,444.85,1523.55,-913.08
Daniel,S,"November 12, 1960",80,""518 W. University Ave, El Paso, TX 79968"",(915) 747-5018,1079,2079,3079,220.34,1819.94,-838.93
Daniel,T,"November 11, 1936",81,""519 W. University Ave, El Paso, TX 79968"",(915) 747-5019,1080,2080,3080,1825.39,3870.06,-1878.82
Daniel,U,"August 23, 2007",82,""520 W. University Ave, El Paso, TX 79968"",(915) 747-5020,1081,2081,3081,739.2,2644.21,-555.6
Daniel,V,"February 13, 1965",83,""521 W. University Ave, El Paso, TX 79968"",(915) 747-5021,1082,2082,3082,1856.93,48.1,-898.45
Daniel,W,"May 11, 1980",84,""522 W. University Ave, El Paso, TX 79968"",(915) 747-5022,1083,2083,3083,1651.57,1499.47,-1141.87
Daniel,X,"February 10, 1966",85,""523 W. University Ave, El Paso, TX 79968"",(915) 747-5023,1084,2084,3084,862.83,4045.63,-1531.84
Daniel,Y,"May 12, 1994",86,""524 W. University Ave, El Paso, TX 79968"",(915) 747-5024,1085,2085,3085,1089.88,1037.77,-1780.81
Daniel,Z,"May 5, 1957",87,""525 W. University Ave, El Paso, TX 79968"",(915) 747-5025,1086,2086,3086,1794.0,1742.28,-1047.35
Denise,Castro,"August 11, 1953",43,""500 W. University Ave, El Paso, TX 79968"",(915) 747-5000,1042,2042,3042,461.46,3234.26,-1159.62
Donald,Duck,"June 19, 1952",2,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1001,2001,3001,361.1,1340.1,-643.52
Dumbo,Elephant,"July 11, 1997",96,""534 W. University Ave, El Paso, TX 79968"",(915) 747-5034,1095,2095,3095,1378.12,683.45,-1235.48
Ericka,Najera,"September 27, 2018",53,""500 W. University Ave, El Paso, TX 79968"",(915) 747-5000,1052,2052,3052,1545.25,3761.82,-732.19
Evil,Queen,"June 15, 2002",29,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1028,2028,3028,1269.81,247.87,-1318.98
Fabian,Cano,"June 20, 1944",42,""500 W. University Ave, El Paso, TX 79968"",(915) 747-5000,1041,2041,3041,705.78,2351.83,-507.36
Gaston,Disney,"December 17, 2013",25,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1024,2024,3024,1047.06,4371.97,-891.35
Goofy,Disney,"June 2, 1988",4,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1003,2003,3003,962.79,3272.63,-232.52
Hercules,Disney,"July 9, 1953",33,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1032,2032,3032,261.0,871.85,-542.87
Hugo,Dominguez,"December 24, 1940",46,""500 W. University Ave, El Paso, TX 79968"",(915) 747-5000,1045,2045,3045,738.46,1538.66,-873.4
Iron,Man,"May 20, 1945",90,""528 W. University Ave, El Paso, TX 79968"",(915) 747-5028,1089,2089,3089,1825.05,3004.66,-1075.42
Jafar,Aladdin,"December 29, 1972",18,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1017,2017,3017,794.88,1326.96,-1582.11
Jasmine,Disney,"February 15, 2011",10,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1009,2009,3009,1716.06,3570.51,-1398.32
Joshua,Ramos,"August 3, 1945",58,""500 W. University Ave, El Paso, TX 79968"",(915) 747-5000,1057,2057,3057,1723.32,2183.96,-1908.86
Juan,Isasi,"August 26, 2013",49,""500 W. University Ave, El Paso, TX 79968"",(915) 747-5000,1048,2048,3048,175.36,4171.21,-1021.39
Kaa,Disney,"August 18, 1945",28,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1027,2027,3027,1998.96,375.34,-286.82
Karla,Chavez,"September 23, 1998",44,""500 W. University Ave, El Paso, TX 79968"",(915) 747-5000,1043,2043,3043,302.18,2940.97,-1805.47
Kevin,Ramirez,"February 28, 1960",57,""500 W. University Ave, El Paso, TX 79968"",(915) 747-5000,1056,2056,3056,1163.6,3083.92,-524.58
Laila,Romero,"January 26, 1930",60,""500 W. University Ave, El Paso, TX 79968"",(915) 747-5000,1059,2059,3059,1429.92,3097.4,-952.55
Lewis,Roe,"February 4, 1978",59,""500 W. University Ave, El Paso, TX 79968"",(915) 747-5000,1058,2058,3058,941.62,2344.21,-1160.97
Lilo,Disney,"November 8, 1953",35,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1034,2034,3034,238.26,1596.4,-121.91
Mickey,Mouse,"July 15, 1936",1,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1000,2000,3000,570.61,126727.13,-124.06
Minnie,Mouse,"December 31, 1970",3,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1002,2002,3002,567.6800000000001,1345.5,-1725.48
Mufassa,Disney,"January 12, 2006",13,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1012,2012,3012,1926.35,1260.63,-426.76
Mulan,Disney,"October 24, 1986",34,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1033,2033,3033,1437.51,4674.15,-1141.98
Nathan,Aun,"February 12, 2013",40,""500 W. University Ave, El Paso, TX 79968"",(915) 747-5000,1039,2039,3039,1386.84,49.46,-262.72
Obi,Kenobi,"December 6, 1992",102,""540 W. University Ave, El Paso, TX 79968"",(915) 747-5040,1101,2101,3101,646.6,1181.04,-662.53
Paola,Terrazas,"October 28, 1971",61,""500 W. University Ave, El Paso, TX 79968"",(915) 747-5000,1060,2060,3060,1339.11,1539.24,-1514.97
Pete,Disney,"March 1, 1946",91,""529 W. University Ave, El Paso, TX 79968"",(915) 747-5029,1090,2090,3090,505.91,4771.34,-2000.9
Peter,Pan,"July 6, 1932",15,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1014,2014,3014,1274.17,1640.57,-684.41
Peter,Parker,"February 8, 2019",89,""527 W. University Ave, El Paso, TX 79968"",(915) 747-5027,1088,2088,3088,866.02,2334.55,-1850.27
Piglet,Pooh,"August 30, 1995",95,""533 W. University Ave, El Paso, TX 79968"",(915) 747-5033,1094,2094,3094,1188.84,2669.21,-1507.86
Pinocchio,Disney,"September 5, 1937",30,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1029,2029,3029,693.53,2557.87,-365.78
Pluto,Disney,"March 21, 1990",5,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1004,2004,3004,156.24,2403.97,-12.41
Prince,Eric,"January 26, 2007",31,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1030,2030,3030,1054.17,3236.04,-867.74
Quasimodo,Disney,"November 6, 1955",32,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1031,2031,3031,1429.14,611.79,-212.66
R2,D2,"September 30, 1950",99,""537 W. University Ave, El Paso, TX 79968"",(915) 747-5037,1098,2098,3098,1840.51,1784.37,-1180.01
Ricardo,Pena,"June 8, 1954",55,""500 W. University Ave, El Paso, TX 79968"",(915) 747-5000,1054,2054,3054,1140.27,1283.37,-829.69
Rigoberto,Quiroz,"December 28, 1948",56,""500 W. University Ave, El Paso, TX 79968"",(915) 747-5000,1055,2055,3055,1031.99,2260.16,-457.97
Roy,Disney,"May 17, 1938",98,""536 W. University Ave, El Paso, TX 79968"",(915) 747-5036,1097,2097,3097,1939.72,2600.15,-144.24
Scar,Lion,"February 6, 1988",23,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1022,2022,3022,1746.93,2924.99,-419.7
Sean,Aguilar,"January 7, 1929",37,""1314 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4637,1036,2036,3036,1943.87,3312.98,-340.56
Seth,Flores,"November 7, 1976",47,""500 W. University Ave, El Paso, TX 79968"",(915) 747-5000,1046,2046,3046,483.2,1109.16,-1145.95
Shere,Khan,"November 25, 1948",26,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1025,2025,3025,1954.23,2271.46,-1945.44
Simba,Disney,"December 11, 2004",12,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1011,2011,3011,1591.7,683.04,-1977.06
Simba,King,"November 3, 1974",24,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1023,2023,3023,283.01,4563.47,-2000.57
Solomon,Davis,"May 28, 1982",45,""500 W. University Ave, El Paso, TX 79968"",(915) 747-5000,1044,2044,3044,1819.39,519.32,-1555.92
Stitch,Disney,"October 30, 2006",36,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1035,2035,3035,832.75,4364.56,-735.47
Tigger,Pooh,"December 26, 2007",94,""532 W. University Ave, El Paso, TX 79968"",(915) 747-5032,1093,2093,3093,646.96,3529.38,-1589.66
Tinker,Bell,"November 18, 1931",88,""526 W. University Ave, El Paso, TX 79968"",(915) 747-5026,1087,2087,3087,574.82,1282.65,-1342.2
Tony,Stark,121212,1,"12345",12345,1000,2000,3000,2.9996411E7,9003589.0,0.0
Ursela,Mermaid,"September 9, 2006",19,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1018,2018,3018,438.85,212.18,-348.54
Valeria,Macias,"August 23, 1980",50,""500 W. University Ave, El Paso, TX 79968"",(915) 747-5000,1049,2049,3049,1799.33,794.45,-1280.08
Walt,Disney,"October 29, 1977",97,""535 W. University Ave, El Paso, TX 79968"",(915) 747-5035,1096,2096,3096,340.36,2524.42,-1161.64
William,Basquez,"March 23, 1953",41,""500 W. University Ave, El Paso, TX 79968"",(915) 747-5000,1040,2040,3040,1152.23,2043.12,-1110.15
Winnie,Pooh,"February 27, 1958",93,""531 W. University Ave, El Paso, TX 79968"",(915) 747-5031,1092,2092,3092,817.15,78.8,-199.02
Woody,Disney,"January 21, 1932",16,""1313 Disneyland Dr, Anaheim, CA 92802"",(714) 781-4636,1015,2015,3015,646.15,2823.21,-267.11
Yoda,Jedi,"April 18, 1994",103,""541 W. University Ave, El Paso, TX 79968"",(915) 747-5041,1102,2102,3102,54.67,851.61,-1398.05
